[时间]:2022-04-29 10:59:00,238-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:45,729-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/pipeline]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:01:45,729-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:01:45,729-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【end】

[时间]:2022-04-29 13:01:48,120-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:48,126-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:48,131-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:48,137-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:48,143-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:48,150-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:48,154-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【start】
[时间]:2022-04-29 13:01:48,154-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:01:48,155-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/pipeline】
[时间]:2022-04-29 13:01:48,155-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'test'}】
[时间]:2022-04-29 13:01:48,155-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:01:48,161-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/pipeline]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:01:48,161-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:01:48,162-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【end】

[时间]:2022-04-29 13:01:51,020-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:51,027-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:51,033-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:51,039-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:51,045-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:51,052-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:51,057-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:01:51,057-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:01:51,058-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:01:51,058-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'test018'}】
[时间]:2022-04-29 13:01:51,058-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:01:51,065-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/task/list]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:01:51,065-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:01:51,065-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:01:53,338-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:53,346-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:53,352-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:53,357-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:53,363-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:53,368-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:53,373-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【start】
[时间]:2022-04-29 13:01:53,373-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:01:53,373-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/pipeline】
[时间]:2022-04-29 13:01:53,373-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'test'}】
[时间]:2022-04-29 13:01:53,373-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:01:53,380-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/pipeline]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:01:53,381-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:01:53,381-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【end】

[时间]:2022-04-29 13:01:55,463-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:55,470-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:55,476-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:55,483-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:55,488-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:55,493-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:55,498-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【start】
[时间]:2022-04-29 13:01:55,498-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:01:55,498-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/pipeline】
[时间]:2022-04-29 13:01:55,498-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'test'}】
[时间]:2022-04-29 13:01:55,498-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:01:55,505-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/pipeline]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:01:55,505-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:01:55,505-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【end】

[时间]:2022-04-29 13:01:57,983-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:57,990-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:57,996-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:58,001-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:58,008-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:58,013-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:01:58,018-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:01:58,018-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:01:58,018-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:01:58,018-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'test018'}】
[时间]:2022-04-29 13:01:58,018-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:01:58,491-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/task/list]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:01:58,491-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:01:58,492-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:02:01,379-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:01,389-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:01,398-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:01,405-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:01,410-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:01,416-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:01,420-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【start】
[时间]:2022-04-29 13:02:01,421-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:02:01,421-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/pipeline】
[时间]:2022-04-29 13:02:01,421-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'test'}】
[时间]:2022-04-29 13:02:01,421-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:02:01,428-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/pipeline]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:02:01,428-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:02:01,428-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【end】

[时间]:2022-04-29 13:02:04,262-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:04,273-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:04,282-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:04,289-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:04,295-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:04,301-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:04,306-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:02:04,306-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:02:04,307-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:02:04,307-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'test018'}】
[时间]:2022-04-29 13:02:04,307-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:02:04,313-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/task/list]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:02:04,313-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:02:04,313-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:02:06,519-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:06,526-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:06,533-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:06,541-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:06,550-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:06,559-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:06,565-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【start】
[时间]:2022-04-29 13:02:06,565-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:02:06,565-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/pipeline】
[时间]:2022-04-29 13:02:06,565-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'test'}】
[时间]:2022-04-29 13:02:06,565-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:02:06,572-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/pipeline]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:02:06,572-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:02:06,572-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【end】

[时间]:2022-04-29 13:02:08,771-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:08,777-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:08,783-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:08,788-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:08,794-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:08,802-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:08,809-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:02:08,809-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:02:08,809-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:02:08,809-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'test018'}】
[时间]:2022-04-29 13:02:08,810-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:02:08,821-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/task/list]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:02:08,821-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:02:08,821-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:02:11,705-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:11,712-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:11,719-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:11,727-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:11,733-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:11,738-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:02:11,743-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:02:11,743-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:02:11,743-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:02:11,743-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'test018'}】
[时间]:2022-04-29 13:02:11,743-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:02:11,751-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'msg': '未经授权的访问', 'code': -141, 'data': 'Failed to handle request [GET http://10.0.34.13:10007/kube/v1/api/tekton/task/list]: Invalid access token: a3ca7b79-eb7d-4f12-adf3-99474d5946ee'}】
[时间]:2022-04-29 13:02:11,751-[级别]:ERROR-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【fail】,原因：未经授权的访问。】
[时间]:2022-04-29 13:02:11,751-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

